POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4601,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,4058,$50K,Below 50K
POLICE DEPARTMENT,70235,$80K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
POLICE DEPARTMENT,70260,$110K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
CUNY HOSTOS COMMUNITY COLL,10102,$00K,Below 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
DEPARTMENT OF TRANSPORTATI,90642,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,108,$170K,Above 50K
N.Y.C. TRANSIT AUTHORITY,791,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52311,$50K,Below 50K
DEPARTMENT OF HOMELESS SER,70810,$30K,Below 50K
TRIBOROUGH BRIDGE AND TUNN,90644,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,945,$60K,Above 50K
DEPARTMENT OF BUILDINGS,1002A,$70K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF PROBATION,51860,$70K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF SANITATION,70112,$40K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DEPARTMENT OF SANITATION,92511,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T83,$80K,Above 50K
OFFICE OF PAYROLL ADMINIST,10251,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,212,$60K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,974,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,90710,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4099,$60K,Above 50K
POLICE DEPARTMENT,7021B,$90K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,90641,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,49,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,642,$100K,Above 50K
OFFICE OF THE COMPTROLLER,83008,$100K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF HEALTH AND M,21744,$80K,Above 50K
HOUSING PRESERVATION & DEV,30087,$70K,Above 50K
DEPARTMENT OF EDUCATION,50910,$60K,Above 50K
DISTRICT ATTORNEY-KINGS CO,30114,$90K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,10026,$140K,Above 50K
OFFICE OF EMERGENCY MANAGE,6766,$50K,Below 50K
DEPARTMENT OF CORRECTION,91628,$00K,Below 50K
CUNY QUEENSBOROUGH COMMUNI,4294,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,12626,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
POLICE DEPARTMENT,7023B,$100K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,728,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,260,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,80201,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,278,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,255,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
DEPARTMENT OF EDUCATION,13632,$110K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
DEPARTMENT OF EDUCATION,51222,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,482,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,260,$70K,Above 50K
POLICE DEPARTMENT,12202,$30K,Below 50K
DEPARTMENT OF ENVIRONMENTA,34202,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,351,$100K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,683,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,350,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,298,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,683,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,350,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,21822,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,821,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,748,$60K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
DEPARTMENT OF ENVIRONMENTA,20113,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,00T01,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
POLICE DEPARTMENT,10144,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,482,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,350,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,483,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,270,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
DEPARTMENT FOR THE AGING,9749,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,817,$70K,Above 50K
FIRE DEPARTMENT,71010,$30K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF EDUCATION,56057,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10020,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,52314,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,10251,$40K,Below 50K
CITY COUNCIL,30172,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,639,$90K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF DESIGN AND C,20215,$90K,Above 50K
POLICE DEPARTMENT,21849,$80K,Above 50K
FIRE DEPARTMENT,70310,$30K,Below 50K
DISTRICT ATTORNEY-QUEENS C,30114,$60K,Above 50K
LAW DEPARTMENT,30112,$120K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4293,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
HOUSING PRESERVATION & DEV,31670,$50K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,22,$80K,Above 50K
DEPARTMENT FOR THE AGING,9749,$00K,Below 50K
POLICE DEPARTMENT,70235,$80K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
DISTRICT ATTORNEY-NEW YORK,56057,$30K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4685,$00K,Below 50K
POLICE DEPARTMENT,70235,$80K,Above 50K
CIVIL SERVICE COMMISSION,12992,$00K,Below 50K
CUNY BRONX COMMUNITY COLLE,4294,$00K,Below 50K
DEPARTMENT OF ENVIRONMENTA,10251,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,405,$60K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
DEPARTMENT OF BUILDINGS,1002C,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00M60,$90K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,634,$80K,Above 50K
DEPARTMENT OF FINANCE,30312,$30K,Below 50K
DEPARTMENT OF EDUCATION,10031,$100K,Above 50K
DEPARTMENT OF PARKS & RECR,12626,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CORRECTION,92005,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
DISTRICT ATTORNEY-QUEENS C,30114,$70K,Above 50K
DEPARTMENT OF FINANCE,95005,$120K,Above 50K
TEACHERS' RETIREMENT SYSTE,10050,$130K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90756,$00K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,10102,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,202,$100K,Above 50K
N.Y.C. TRANSIT AUTHORITY,821,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,819,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,1002A,$80K,Above 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,817,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,252,$60K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF DESIGN AND C,1002A,$60K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4601,$00K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,91916,$00K,Below 50K
FINANCIAL INFORMATION SERV,10050,$120K,Above 50K
POLICE DEPARTMENT,71651,$20K,Below 50K
DISTRICT ATTORNEY-BRONX CO,30114,$50K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
DEPARTMENT OF EDUCATION,40526,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
DEPARTMENT OF DESIGN AND C,34202,$80K,Above 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,100,$140K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,347,$100K,Above 50K
CUNY BRONX COMMUNITY COLLE,4008,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,51191,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,6656,$00K,Below 50K
DEPARTMENT OF HEALTH AND M,51022,$00K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
FIRE DEPARTMENT,53055,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
FINANCIAL INFORMATION SERV,13621,$50K,Below 50K
DEPARTMENT OF TRANSPORTATI,31626,$50K,Below 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,324,$100K,Above 50K
POLICE DEPARTMENT,71012,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
DISTRICT ATTORNEY-KINGS CO,30114,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$40K,Below 50K
FIRE DEPARTMENT,53053,$30K,Below 50K
FIRE DEPARTMENT,31662,$60K,Above 50K
DEPARTMENT OF CORRECTION,70467,$70K,Above 50K
DEPARTMENT OF TRANSPORTATI,91529,$40K,Below 50K
DISTRICT ATTORNEY-BRONX CO,5322,$50K,Below 50K
DEPARTMENT OF SANITATION,70112,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
DEPARTMENT OF HEALTH AND M,21849,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,90723,$00K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,325,$40K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
FIRE DEPARTMENT,92005,$00K,Below 50K
DEPARTMENT OF FINANCE,10050,$120K,Above 50K
DEPARTMENT OF ENVIRONMENTA,90767,$00K,Below 50K
TEACHERS' RETIREMENT SYSTE,40493,$40K,Below 50K
DEPARTMENT OF FINANCE,13632,$90K,Above 50K
LAW DEPARTMENT,30112,$80K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$40K,Below 50K
HOUSING PRESERVATION & DEV,10251,$40K,Below 50K
DEPARTMENT OF INFORMATION,20246,$80K,Above 50K
DEPARTMENT OF HEALTH AND M,53039,$140K,Above 50K
DEPARTMENT OF CITYWIDE ADM,6656,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
FIRE DEPARTMENT,70370,$140K,Above 50K
N.Y.C. TRANSIT AUTHORITY,547,$90K,Above 50K
TRIBOROUGH BRIDGE AND TUNN,70710,$00K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,31113,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
DEPARTMENT OF CORRECTION,70467,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,791,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF HEALTH AND M,21744,$80K,Above 50K
DEPARTMENT OF SANITATION,10251,$30K,Below 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
DEPARTMENT OF YOUTH AND CO,40562,$60K,Above 50K
DEPARTMENT OF CORRECTION,81801,$30K,Below 50K
N.Y.C. TRANSIT AUTHORITY,878,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,813,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
DEPARTMENT OF HOMELESS SER,70810,$40K,Below 50K
POLICE DEPARTMENT,10251,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,90698,$00K,Below 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
DEPARTMENT OF EDUCATION,56062,$40K,Below 50K
DEPARTMENT OF PARKS & RECR,80633,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
FIRE DEPARTMENT,53054,$40K,Below 50K
CUNY QUEENSBOROUGH COMMUNI,10102,$00K,Below 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
HOUSING PRESERVATION & DEV,1002,$100K,Above 50K
DEPARTMENT OF HOMELESS SER,70810,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,652,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
CUNY KINGSBOROUGH COMMMUNI,4841,$20K,Below 50K
N.Y.C. TRANSIT AUTHORITY,821,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10124,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$60K,Above 50K
POLICE DEPARTMENT,10124,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF EDUCATION,10251,$40K,Below 50K
POLICE DEPARTMENT,70235,$70K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,31118,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,651,$60K,Above 50K
DEPARTMENT OF EDUCATION,10026,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
ADMINISTRATION FOR CHILDRE,52367,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,91619,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,974,$80K,Above 50K
N.Y.C. TRANSIT AUTHORITY,232,$110K,Above 50K
N.Y.C. TRANSIT AUTHORITY,405,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
DEPARTMENT OF EDUCATION,12832,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,687,$70K,Above 50K
DISTRICT ATTORNEY-KINGS CO,30114,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,418,$60K,Above 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,341,$70K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
FIRE DEPARTMENT,53054,$40K,Below 50K
POLICE DEPARTMENT,12158,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,80609,$30K,Below 50K
DEPARTMENT OF INFORMATION,10124,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,325,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$40K,Below 50K
DEPARTMENT OF ENVIRONMENTA,10124,$50K,Below 50K
DEPARTMENT OF CORRECTION,70410,$40K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
FIRE DEPARTMENT,53054,$40K,Below 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
DEPARTMENT OF EDUCATION,54485,$60K,Above 50K
HRA/DEPARTMENT OF SOCIAL S,50910,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,912,$60K,Above 50K
DISTRICT ATTORNEY-NEW YORK,56057,$30K,Below 50K
POLICE DEPARTMENT,90644,$30K,Below 50K
HOUSING PRESERVATION & DEV,12626,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,91619,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,324,$90K,Above 50K
ADMINISTRATION FOR CHILDRE,52366,$50K,Below 50K
DEPARTMENT OF HEALTH AND M,56057,$40K,Below 50K
POLICE DEPARTMENT,70265,$140K,Above 50K
DEPARTMENT OF INVESTIGATIO,31143,$50K,Below 50K
POLICE DEPARTMENT,70235,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,617,$70K,Above 50K
DEPARTMENT OF EDUCATION,1262C,$60K,Above 50K
FIRE DEPARTMENT,70310,$70K,Above 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,31118,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,10251,$30K,Below 50K
DEPARTMENT OF HOMELESS SER,56058,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF SANITATION,70112,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,913,$70K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
POLICE DEPARTMENT,60817,$30K,Below 50K
DEPARTMENT OF HEALTH AND M,21849,$50K,Below 50K
DEPARTMENT OF BUILDINGS,10050,$100K,Above 50K
DEPARTMENT OF CORRECTION,60948,$40K,Below 50K
CUNY LAGUARDIA COMMUNITY C,10102,$00K,Below 50K
CUNY HOSTOS COMMUNITY COLL,10102,$00K,Below 50K
ADMINISTRATION FOR CHILDRE,52295,$30K,Below 50K
DEPARTMENT OF TRANSPORTATI,20215,$80K,Above 50K
DISTRICT ATTORNEY-BRONX CO,30114,$70K,Above 50K
BUSINESS INTEGRITY COMMISS,33972,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10050,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,204,$80K,Above 50K
POLICE DEPARTMENT,10147,$40K,Below 50K
POLICE DEPARTMENT,71651,$20K,Below 50K
TAXI AND LIMOUSINE COMMISS,10250,$20K,Below 50K
CUNY KINGSBOROUGH COMMMUNI,10101,$00K,Below 50K
POLICE DEPARTMENT,70205,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
DEPARTMENT OF EDUCATION,54483,$30K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52304,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10104,$30K,Below 50K
DEPARTMENT OF PARKS & RECR,91406,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,547,$70K,Above 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. HOUSING AUTHORITY,52406,$10K,Below 50K
DEPARTMENT OF PARKS & RECR,91406,$00K,Below 50K
POLICE DEPARTMENT,7021A,$80K,Above 50K
DEPARTMENT OF CORRECTION,60948,$40K,Below 50K
DEPARTMENT OF CITYWIDE ADM,12702,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,253,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$60K,Above 50K
N.Y.C. HOUSING AUTHORITY,90645,$30K,Below 50K
POLICE DEPARTMENT,71651,$30K,Below 50K
DEPARTMENT OF FINANCE,10124,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,412,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,339,$50K,Below 50K
POLICE DEPARTMENT,70210,$70K,Above 50K
DEPARTMENT OF HEALTH AND M,31220,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$60K,Above 50K
DEPARTMENT OF CORRECTION,70410,$70K,Above 50K
OFFICE OF MANAGEMENT AND B,95005,$160K,Above 50K
POLICE DEPARTMENT,70210,$40K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,52311,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,910,$60K,Above 50K
FIRE DEPARTMENT,40510,$70K,Above 50K
DEPARTMENT OF PARKS & RECR,1002C,$60K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
DEPARTMENT OF EDUCATION,6745,$50K,Below 50K
DEPARTMENT OF EDUCATION,51222,$60K,Above 50K
DEPARTMENT OF FINANCE,0667A,$00K,Below 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
FIRE DEPARTMENT,12158,$00K,Below 50K
LAW DEPARTMENT,30112,$80K,Above 50K
POLICE DEPARTMENT,56059,$00K,Below 50K
POLICE DEPARTMENT,1002A,$70K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4294,$00K,Below 50K
TEACHERS' RETIREMENT SYSTE,82986,$70K,Above 50K
DEPARTMENT OF EDUCATION,56058,$70K,Above 50K
POLICE DEPARTMENT,10124,$50K,Below 50K
OFFICE OF THE COMPTROLLER,10001,$70K,Above 50K
DEPARTMENT OF EDUCATION,51221,$60K,Above 50K
LAW DEPARTMENT,30820,$50K,Below 50K
FIRE DEPARTMENT,53054,$50K,Below 50K
HRA/DEPARTMENT OF SOCIAL S,10050,$100K,Above 50K
FIRE DEPARTMENT,53054,$50K,Below 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
DEPARTMENT OF CORRECTION,70410,$30K,Below 50K
POLICE DEPARTMENT,70260,$100K,Above 50K
FINANCIAL INFORMATION SERV,10050,$110K,Above 50K
DEPARTMENT OF EDUCATION,54503,$30K,Below 50K
DEPARTMENT OF ENVIRONMENTA,12627,$60K,Above 50K
DEPARTMENT OF ENVIRONMENTA,21744,$100K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
DEPARTMENT OF SANITATION,40526,$40K,Below 50K
DEPARTMENT OF ENVIRONMENTA,20315,$60K,Above 50K
N.Y.C. TRANSIT AUTHORITY,189,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,00CS2,$90K,Above 50K
N.Y.C. TRANSIT AUTHORITY,609,$50K,Below 50K
N.Y.C. TRANSIT AUTHORITY,906,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,650,$70K,Above 50K
N.Y.C. TRANSIT AUTHORITY,499,$70K,Above 50K
N.Y.C. HOUSING AUTHORITY,60910,$40K,Below 50K
N.Y.C. TRANSIT AUTHORITY,357,$60K,Above 50K
CUNY LAGUARDIA COMMUNITY C,4685,$00K,Below 50K
CUNY LAGUARDIA COMMUNITY C,4075,$50K,Below 50K
DEPARTMENT OF ENVIRONMENTA,20215,$80K,Above 50K
DEPARTMENT OF ENVIRONMENTA,10124,$40K,Below 50K
DEPARTMENT OF CITY PLANNIN,22122,$60K,Above 50K
DEPARTMENT OF CITYWIDE ADM,10209,$00K,Below 50K
